date,close,volume
2015-03-27,170.7024688720703,118939000
2015-03-30,172.78501892089844,96180400
2015-03-31,171.2750244140625,126768700
2015-04-01,170.66929626464844,137303600
2015-04-02,171.28330993652344,86900900
2015-04-06,172.4365692138672,114368200
2015-04-07,171.98023986816406,81236300
2015-04-08,172.56106567382812,89351900
2015-04-09,173.32431030273438,85548900
2015-04-10,174.27020263671875,72722900
2015-04-13,173.48199462890625,74436600
2015-04-14,173.81393432617188,75099900
2015-04-15,174.59376525878906,99529300
2015-04-16,174.5440216064453,68934900
2015-04-17,172.5361785888672,191113200
2015-04-20,174.1125946044922,92189500
2015-04-21,173.9051513671875,72559800
2015-04-22,174.75973510742188,78264600
2015-04-23,175.19949340820312,102585900
2015-04-24,175.60601806640625,61327400
2015-04-27,174.8759002685547,79358100
2015-04-28,175.43174743652344,86863500
2015-04-29,174.70997619628906,125684900
2015-04-30,172.9593048095703,161304900
2015-05-01,174.83441162109375,103399700
2015-05-04,175.332275390625,70927200
2015-05-05,173.32431030273438,113326200
2015-05-06,172.61083984375,135060200
2015-05-07,173.2994842529297,88244900
2015-05-08,175.58116149902344,155877300
2015-05-11,174.74313354492188,75708100
2015-05-12,174.2205047607422,119727600
2015-05-13,174.253662109375,94667900
2015-05-14,176.0706787109375,95934000
2015-05-15,176.26153564453125,76510100
2015-05-18,176.80906677246094,74549700
2015-05-19,176.7510528564453,72114600
2015-05-20,176.62649536132812,76857500
2015-05-21,177.14096069335938,64764600
2015-05-22,176.71786499023438,57433500
2015-05-26,174.8178253173828,124308600
2015-05-27,176.47715759277344,93214000
2015-05-28,176.27810668945312,74974600
2015-05-29,175.182861328125,124919600
2015-06-01,175.53965759277344,93338800
2015-06-02,175.3654022216797,91531000
2015-06-03,175.83004760742188,87820900
2015-06-04,174.3448944091797,151882800
2015-06-05,174.0462188720703,121704700
2015-06-08,172.9758758544922,89063300
2015-06-09,172.95101928710938,105034700
2015-06-10,175.0252227783203,134551300
2015-06-11,175.58941650390625,73876400
2015-06-12,174.24533081054688,135382400
2015-06-15,173.49859619140625,124384200
2015-06-16,174.4444580078125,85308200
2015-06-17,174.7265625,126708600
2015-06-18,176.54354858398438,165867900
2015-06-19,175.75991821289062,130478700
2015-06-22,176.6603240966797,70696000
2015-06-23,176.78536987304688,68476800
2015-06-24,175.50144958496094,92307300
2015-06-25,174.96780395507812,97107400
2015-06-26,174.93450927734375,104174800
2015-06-29,171.2660369873047,202621300
2015-06-30,171.6245880126953,182925100
2015-07-01,173.00013732910156,135979900
2015-07-02,172.841796875,104373700
2015-07-06,172.34986877441406,117975400
2015-07-07,173.43382263183594,173820200
2015-07-08,170.5240478515625,164020100
2015-07-09,170.83250427246094,144113100
2015-07-10,172.98353576660156,129456900
2015-07-13,174.892822265625,106069400
2015-07-14,175.6514892578125,81709600
2015-07-15,175.59312438964844,97914100
2015-07-16,177.0021514892578,106683300
2015-07-17,177.15220642089844,89030000
2015-07-20,177.24391174316406,70446800
2015-07-21,176.54356384277344,77965000
2015-07-22,176.22674560546875,88667900
2015-07-23,175.23460388183594,90509100
2015-07-24,173.4170684814453,117755000
2015-07-27,172.4082489013672,132361100
2015-07-28,174.52598571777344,123544800
2015-07-29,175.72653198242188,105791300
2015-07-30,175.7682342529297,91304400
2015-07-31,175.50144958496094,103266900
2015-08-03,174.9094696044922,113965700
2015-08-04,174.5676727294922,81820800
2015-08-05,175.1428985595703,85786800
2015-08-06,173.70889282226562,116030800
2015-08-07,173.3754119873047,117858000
2015-08-10,175.55979919433594,80270700
2015-08-11,173.97564697265625,126081400
2015-08-12,174.18414306640625,172123700
2015-08-13,173.9673614501953,89383300
2015-08-14,174.6009979248047,72786500
2015-08-17,175.57644653320312,79072600
2015-08-18,175.06793212890625,71692700
2015-08-19,173.6839141845703,172946000
2015-08-20,170.05711364746094,194327900
2015-08-21,164.93798828125,346588500
2015-08-24,157.992919921875,507244300
2015-08-25,156.13372802734375,369833100
2015-08-26,162.12832641601562,339257000
2015-08-27,166.13856506347656,274143900
2015-08-28,166.1468963623047,160414400
2015-08-31,164.80455017089844,163298800
2015-09-01,159.88552856445312,256000400
2015-09-02,162.92031860351562,160269300
2015-09-03,163.037109375,152087800
2015-09-04,160.56922912597656,207081000
2015-09-08,164.60452270507812,116025700
2015-09-09,162.40338134765625,149347700
2015-09-10,163.28720092773438,158611100
2015-09-11,164.02923583984375,119691200
2015-09-14,163.42059326171875,79452000
2015-09-15,165.4632110595703,113806200
2015-09-16,166.89723205566406,99581600
2015-09-17,166.52206420898438,276046600
2015-09-18,163.8008575439453,223657500
2015-09-21,164.64732360839844,105726200
2015-09-22,162.51019287109375,153890900
2015-09-23,162.25045776367188,92790600
2015-09-24,161.66380310058594,159378800
2015-09-25,161.62191772460938,155054800
2015-09-28,157.5655975341797,178515900
2015-09-29,157.65777587890625,159045600
2015-09-30,160.59947204589844,163452000
2015-10-01,161.01849365234375,131079000
2015-10-02,163.4237518310547,211003300
2015-10-05,166.33180236816406,126320800
2015-10-06,165.7619171142578,110274500
2015-10-07,167.1196746826172,124307300
2015-10-08,168.62818908691406,153055200
2015-10-09,168.72874450683594,107069200
2015-10-12,168.88796997070312,56395600
2015-10-13,167.8236541748047,88038700
2015-10-14,167.01905822753906,99106200
2015-10-15,169.58351135253906,134142200
2015-10-16,170.35458374023438,114580100
2015-10-19,170.43844604492188,76523900
2015-10-20,170.22044372558594,78448500
2015-10-21,169.16456604003906,102038000
2015-10-22,172.02230834960938,174911700
2015-10-23,173.90794372558594,144442300
2015-10-26,173.4805450439453,69033000
2015-10-27,173.14540100097656,77905800
2015-10-28,175.1148223876953,135906700
2015-10-29,175.01425170898438,90525500
2015-10-30,174.25999450683594,131076900
2015-11-02,176.32168579101562,86270800
2015-11-03,176.83285522460938,95246100
2015-11-04,176.29653930664062,96224500
2015-11-05,176.12045288085938,78408700
2015-11-06,176.0282745361328,110471500
2015-11-09,174.38565063476562,131008700
2015-11-10,174.78799438476562,75874600
2015-11-11,174.10079956054688,67846000
2015-11-12,171.6703338623047,121315200
2015-11-13,169.74276733398438,153577100
2015-11-16,172.3240203857422,117645200
2015-11-17,172.19833374023438,121123700
2015-11-18,174.93038940429688,121342500
2015-11-19,174.77951049804688,88220500
2015-11-20,175.41648864746094,94011500
2015-11-23,175.21539306640625,64931200
2015-11-24,175.4500732421875,98874400
2015-11-25,175.4249267578125,51980100
2015-11-27,175.62603759765625,37317800
2015-11-30,174.89694213867188,112822700
2015-12-01,176.56466674804688,97858400
2015-12-02,174.76284790039062,108441300
2015-12-03,172.31565856933594,166224200
2015-12-04,175.67633056640625,192913900
2015-12-07,174.61196899414062,102027100
2015-12-08,173.438720703125,103372400
2015-12-09,172.0894012451172,162401500
2015-12-10,172.5335693359375,116128900
2015-12-11,169.18968200683594,211173300
2015-12-14,170.04446411132812,182385200
2015-12-15,171.82958984375,154069600
2015-12-16,174.3437957763672,197017000
2015-12-17,171.68710327148438,173092500
2015-12-18,168.6285400390625,251393500
2015-12-21,170.01954650878906,99094300
2015-12-22,171.5623779296875,111026200
2015-12-23,173.68687438964844,110987200
2015-12-24,173.4001922607422,48539600
2015-12-28,173.00396728515625,65899900
2015-12-29,174.8502655029297,92640700
2015-12-30,173.6109619140625,63317700
2015-12-31,171.874267578125,114877900
2016-01-04,169.47157287597656,222353500
2016-01-05,169.7581787109375,110845800
2016-01-06,167.6168670654297,152112600
2016-01-07,163.595458984375,213436100
2016-01-08,161.79971313476562,209817200
2016-01-11,161.9598846435547,187941300
2016-01-12,163.26666259765625,172330500
2016-01-13,159.1947479248047,221168900
2016-01-14,161.80821228027344,240795600
2016-01-15,158.3347625732422,324846400
2016-01-19,158.5454864501953,195244400
2016-01-20,156.51373291015625,286547800
2016-01-21,157.39051818847656,195772900
2016-01-22,160.61944580078125,168319600
2016-01-25,158.19140625,130371700
2016-01-26,160.3496856689453,141036800
2016-01-27,158.60458374023438,185681700
2016-01-28,159.4307098388672,143798800
2016-01-29,163.31712341308594,210529300
2016-02-01,163.2581787109375,136061600
2016-02-02,160.31593322753906,182564900
2016-02-03,161.27699279785156,205054900
2016-02-04,161.52993774414062,139531800
2016-02-05,158.45281982421875,180788300
2016-02-08,156.31982421875,191526700
2016-02-09,156.3282928466797,184513100
2016-02-10,156.19338989257812,148214100
2016-02-11,154.16160583496094,219058900
2016-02-12,157.3399200439453,127632400
2016-02-16,159.99559020996094,120250700
2016-02-17,162.6090545654297,136009500
2016-02-18,161.9430389404297,102343000
2016-02-19,161.8671875,114793000
2016-02-22,164.2108612060547,103640300
2016-02-23,162.136962890625,111455300
2016-02-24,162.87889099121094,150812200
2016-02-25,164.85159301757812,110728300
2016-02-26,164.47218322753906,129833700
2016-02-29,163.18235778808594,125918100
2016-03-01,167.0182647705078,141799700
2016-03-02,167.7685546875,102415000
2016-03-03,168.4261474609375,95172200
2016-03-04,168.9741973876953,129293600
2016-03-07,169.1090545654297,100219000
2016-03-08,167.2627410888672,123974900
2016-03-09,168.08895874023438,94801200
2016-03-10,168.22381591796875,156838700
2016-03-11,170.93849182128906,137964500
2016-03-14,170.71926879882812,73612000
2016-03-15,170.4410400390625,93169100
2016-03-16,171.42745971679688,129303200
2016-03-17,172.51498413085938,134278500
2016-03-18,173.19296264648438,138372400
2016-03-21,173.4386749267578,72926700
2016-03-22,173.3454132080078,97471900
2016-03-23,172.20144653320312,81052500
2016-03-24,172.12515258789062,84360900
2016-03-28,172.22686767578125,62408200
2016-03-29,173.8200225830078,92922900
2016-03-30,174.58270263671875,86365300
2016-03-31,174.1589813232422,94584100
2016-04-01,175.34532165527344,114423500
2016-04-04,174.77755737304688,63497000
2016-04-05,173.03187561035156,99662200
2016-04-06,174.921630859375,91839800
2016-04-07,172.82852172851562,113859000
2016-04-08,173.2946319580078,95040600
2016-04-11,172.88784790039062,83757500
2016-04-12,174.4979705810547,115350600
2016-04-13,176.2605438232422,96336400
2016-04-14,176.2689971923828,65212900
2016-04-15,176.07406616210938,75761600
2016-04-18,177.31134033203125,82531000
2016-04-19,177.87059020996094,88316100
2016-04-20,178.0400390625,81100300
2016-04-21,177.08255004882812,85695000
2016-04-22,177.08255004882812,99251700
2016-04-25,176.7774658203125,66166500
2016-04-26,177.04014587402344,75864200
2016-04-27,177.40455627441406,77329400
2016-04-28,175.79441833496094,97216200
2016-04-29,174.84535217285156,142424100
2016-05-02,176.23512268066406,62188000
2016-05-03,174.7012939453125,106422100
2016-05-04,173.7267608642578,92243800
2016-05-05,173.69287109375,67619200
2016-05-06,174.3284149169922,89315000
2016-05-09,174.4724884033203,74374900
2016-05-10,176.64183044433594,77472200
2016-05-11,174.98944091796875,81727000
2016-05-12,175.0402374267578,89586300
2016-05-13,173.514892578125,96474600
2016-05-16,175.22669982910156,77486800
2016-05-17,173.59120178222656,114924900
2016-05-18,173.6420440673828,120062100
2016-05-19,173.04039001464844,115430500
2016-05-20,174.13351440429688,104990400
2016-05-23,173.89627075195312,58682600
2016-05-24,176.1503448486328,93537800
2016-05-25,177.34519958496094,76621400
2016-05-26,177.39605712890625,55280700
2016-05-27,178.15870666503906,64211200
2016-05-31,177.8197479248047,109879400
2016-06-01,178.1841278076172,69936200
2016-06-02,178.72642517089844,63044700
2016-06-03,178.19265747070312,101757100
2016-06-06,179.0992889404297,64887000
2016-06-07,179.37901306152344,60974800
2016-06-08,179.9636993408203,66170900
2016-06-09,179.71795654296875,73786900
2016-06-10,178.0146484375,113829200
2016-06-13,176.64183044433594,117751200
2016-06-14,176.2943878173828,125059300
2016-06-15,176.0486602783203,109124500
2016-06-16,176.57408142089844,149533100
2016-06-17,175.91641235351562,117055700
2016-06-20,177.04937744140625,82789600
2016-06-21,177.55191040039062,72461700
2016-06-22,177.26239013671875,95560500
2016-06-23,179.5707244873047,102731400
2016-06-24,173.1225128173828,333444400
2016-06-27,170.0219268798828,230775800
2016-06-28,173.08847045898438,159382400
2016-06-29,176.03575134277344,137328600
2016-06-30,178.43785095214844,165021900
2016-07-01,178.8126220703125,106055300
2016-07-05,177.52642822265625,109803700
2016-07-06,178.5911102294922,96021500
2016-07-07,178.48043823242188,85593800
2016-07-08,181.13804626464844,133971000
2016-07-11,181.77691650390625,73633900
2016-07-12,183.0972442626953,101275600
2016-07-13,183.07168579101562,87324100
2016-07-14,184.0938720703125,91230900
2016-07-15,183.8468780517578,107155400
2016-07-18,184.34092712402344,58725900
2016-07-19,184.15350341796875,54345700
2016-07-20,184.92015075683594,58159500
2016-07-21,184.2216796875,67777300
2016-07-22,185.04794311523438,62787500
2016-07-25,184.5453338623047,55873100
2016-07-26,184.63047790527344,70080500
2016-07-27,184.4346160888672,84083900
2016-07-28,184.6475372314453,65035700
2016-07-29,184.9456787109375,79519400
2016-08-01,184.7923583984375,73311400
2016-08-02,183.6083526611328,92295500
2016-08-03,184.1449737548828,53993600
2016-08-04,184.34092712402344,46585500
2016-08-05,185.84857177734375,71892200
2016-08-08,185.7378387451172,39906500
2016-08-09,185.84857177734375,51251700
2016-08-10,185.38865661621094,57941100
2016-08-11,186.2489776611328,72504300
2016-08-12,186.087158203125,61313500
2016-08-15,186.62371826171875,49813500
2016-08-16,185.66123962402344,53213600
2016-08-17,186.0104522705078,75134300
2016-08-18,186.42782592773438,52989300
2016-08-19,186.1552734375,75443000
2016-08-22,186.14671325683594,61368800
2016-08-23,186.52157592773438,53399200
2016-08-24,185.56748962402344,71728900
2016-08-25,185.43975830078125,69224800
2016-08-26,185.0904998779297,122506300
2016-08-29,186.00193786621094,70502200
2016-08-30,185.6952667236328,58114500
2016-08-31,185.16720581054688,85269500
2016-09-01,185.17567443847656,97844200
2016-09-02,186.0104522705078,79293900
2016-09-06,186.57269287109375,56702100
2016-09-07,186.55560302734375,76554900
2016-09-08,186.12973022460938,74102900
2016-09-09,181.6747283935547,221589100
2016-09-12,184.28126525878906,168110900
2016-09-13,181.63211059570312,182828800
2016-09-14,181.5640106201172,134185500
2016-09-15,183.37831115722656,134427900
2016-09-16,182.6694793701172,155236400
2016-09-19,182.70370483398438,80250500
2016-09-20,182.71226501464844,69665300
2016-09-21,184.76695251464844,110284400
2016-09-22,185.93128967285156,76678700
2016-09-23,184.91250610351562,73630900
2016-09-26,183.41429138183594,89827300
2016-09-27,184.55294799804688,78494800
2016-09-28,185.46897888183594,87411000
2016-09-29,183.79100036621094,128070600
2016-09-30,185.1779022216797,117202900
2016-10-03,184.732666015625,83512100
2016-10-04,183.79100036621094,119948100
2016-10-05,184.6042938232422,72816000
2016-10-06,184.732666015625,62927400
2016-10-07,184.09915161132812,89788300
2016-10-10,185.05804443359375,51855000
2016-10-11,182.72080993652344,130367400
2016-10-12,182.96058654785156,73866100
2016-10-13,182.36126708984375,101357000
2016-10-14,182.4554901123047,93346200
2016-10-17,181.82196044921875,58275700
2016-10-18,182.96058654785156,76869700
2016-10-19,183.44851684570312,66519200
2016-10-20,183.10609436035156,73639800
2016-10-21,183.19168090820312,89089100
2016-10-24,183.97076416015625,60146600
2016-10-25,183.35435485839844,66542300
2016-10-26,182.98629760742188,75705500
2016-10-27,182.49826049804688,77220200
2016-10-28,181.9589385986328,140623200
2016-10-31,181.9674835205078,61272500
2016-11-01,180.64903259277344,122781800
2016-11-02,179.56173706054688,103330800
2016-11-03,178.7398681640625,88939300
2016-11-04,178.54298400878906,109122100
2016-11-07,182.48114013671875,109794900
2016-11-08,183.30300903320312,106772100
2016-11-09,185.24642944335938,258429000
2016-11-10,185.70870971679688,172113300
2016-11-11,185.2806396484375,100552700
2016-11-14,185.42616271972656,94580000
2016-11-15,186.8730010986328,91652600
2016-11-16,186.52200317382812,65617700
2016-11-17,187.4808349609375,69797200
2016-11-18,187.0613555908203,86265800
2016-11-21,188.4739532470703,72402600
2016-11-22,188.842041015625,67429000
2016-11-23,188.94479370117188,56620200
2016-11-25,189.64683532714844,37872300
2016-11-28,188.7564697265625,76572500
2016-11-29,189.12461853027344,69886700
2016-11-30,188.67086791992188,113291800
2016-12-01,187.97747802734375,79040500
2016-12-02,188.07156372070312,74840300
2016-12-05,189.20167541503906,67837800
2016-12-06,189.80084228515625,59877400
2016-12-07,192.28366088867188,110738100
2016-12-08,192.75450134277344,99714400
2016-12-09,193.91883850097656,88005800
2016-12-12,193.69627380371094,102016100
2016-12-13,194.989013671875,110477500
2016-12-14,193.37948608398438,142501800
2016-12-15,194.17567443847656,124972600
2016-12-16,193.7958984375,156420200
2016-12-19,194.21786499023438,90341100
2016-12-20,194.967041015625,89838800
2016-12-21,194.424560546875,67909000
2016-12-22,194.0886688232422,56219100
2016-12-23,194.37289428710938,36697800
2016-12-27,194.85513305664062,42672500
2016-12-28,193.24478149414062,64095000
2016-12-29,193.20172119140625,48696100
2016-12-30,192.4955596923828,108998300
2017-01-03,193.96815490722656,91366500
2017-01-04,195.12210083007812,78744400
2017-01-05,194.967041015625,78379000
2017-01-06,195.66458129882812,71559900
2017-01-09,195.0187530517578,46939700
2017-01-10,195.0187530517578,63771900
2017-01-11,195.5699005126953,74650000
2017-01-12,195.0790252685547,72113200
2017-01-13,195.52687072753906,62717900
2017-01-17,194.8379364013672,61240800
2017-01-18,195.26852416992188,54793300
2017-01-19,194.54513549804688,66608800
2017-01-20,195.25987243652344,129168600
2017-01-23,194.75180053710938,75061600
2017-01-24,196.00048828125,95555300
2017-01-25,197.6969757080078,84437700
2017-01-26,197.4902801513672,59970700
2017-01-27,197.1802978515625,59711100
2017-01-30,195.9574432373047,79737300
2017-01-31,195.94020080566406,75880800
2017-02-01,196.01771545410156,79117700
2017-02-02,196.1468963623047,69657600
2017-02-03,197.49893188476562,80563200
2017-02-06,197.14581298828125,57790100
2017-02-07,197.1544647216797,57931200
2017-02-08,197.41278076171875,51566200
2017-02-09,198.583984375,65955200
2017-02-10,199.36766052246094,66015900
2017-02-13,200.4527130126953,55182100
2017-02-14,201.25360107421875,71109000
2017-02-15,202.3041534423828,86785800
2017-02-16,202.13197326660156,84722400
2017-02-17,202.45054626464844,77204100
2017-02-21,203.65615844726562,88946100
2017-02-22,203.47535705566406,62115200
2017-02-23,203.61312866210938,74615900
2017-02-24,203.87152099609375,82381600
2017-02-27,204.19012451171875,56515400
2017-02-28,203.6389923095703,96961900
2017-03-01,206.48947143554688,149158200
2017-03-02,205.18911743164062,70246000
2017-03-03,205.3182830810547,81974300
2017-03-06,204.7068634033203,55391500
2017-03-07,204.09539794921875,65103700
2017-03-08,203.71649169921875,78168800
2017-03-09,203.974853515625,90683900
2017-03-10,204.6896514892578,81991700
2017-03-13,204.79295349121094,57256800
2017-03-14,204.0093231201172,59880800
2017-03-15,205.77467346191406,96081800
2017-03-16,205.36990356445312,78344000
2017-03-17,205.00924682617188,89002100
2017-03-20,204.7843780517578,52537000
2017-03-21,202.1550750732422,131809300
2017-03-22,202.63072204589844,97569200
2017-03-23,202.41458129882812,100410300
2017-03-24,202.2675018310547,112504900
2017-03-27,202.05990600585938,87454500
2017-03-28,203.53028869628906,93483900
2017-03-29,203.7205352783203,61950400
2017-03-30,204.36923217773438,56737900
2017-03-31,203.89356994628906,73733100
2017-04-03,203.5388946533203,85546500
2017-04-04,203.66864013671875,56466200
2017-04-05,203.06321716308594,108800600
2017-04-06,203.63409423828125,69135800
2017-04-07,203.42645263671875,74412300
2017-04-10,203.5475616455078,67615300
2017-04-11,203.30535888671875,88045300
2017-04-12,202.41458129882812,81864400
2017-04-13,201.099853515625,92880400
2017-04-17,202.88157653808594,68405400
2017-04-18,202.27618408203125,83225800
2017-04-19,201.9042510986328,68699900
2017-04-20,203.5475616455078,92572200
2017-04-21,202.89889526367188,110389800
2017-04-24,205.13035583496094,119209900
2017-04-25,206.32391357421875,76698300
2017-04-26,206.19418334960938,84702500
2017-04-27,206.36717224121094,57410300
2017-04-28,205.91744995117188,63532800
2017-05-01,206.4363555908203,66882500
2017-05-02,206.5142059326172,57375700
2017-05-03,206.26341247558594,73137700
2017-05-04,206.50558471679688,61462700
2017-05-05,207.3185577392578,62001300
2017-05-08,207.28399658203125,48385700
2017-05-09,207.09373474121094,51363200
2017-05-10,207.46556091308594,54293800
2017-05-11,207.04177856445312,62358300
2017-05-12,206.69581604003906,53912700
2017-05-15,207.83755493164062,61918900
2017-05-16,207.64727783203125,51241800
2017-05-17,203.9627227783203,172174100
2017-05-18,204.7843780517578,107047700
2017-05-19,206.1163330078125,115011400
2017-05-22,207.162841796875,61010600
2017-05-23,207.62124633789062,48341700
2017-05-24,208.10562133789062,46927700
2017-05-25,209.10025024414062,64071700
2017-05-26,209.05703735351562,46629900
2017-05-30,208.87542724609375,35201900
2017-05-31,208.8235321044922,91796000
2017-06-01,210.48416137695312,68962000
2017-06-02,211.18472290039062,88666100
2017-06-05,211.02902221679688,44698800
2017-06-06,210.3544158935547,50375400
2017-06-07,210.7435760498047,54144300
2017-06-08,210.847412109375,65950700
2017-06-09,210.5273895263672,132256400
2017-06-12,210.48416137695312,86108100
2017-06-13,211.5133819580078,60067000
2017-06-14,211.24522399902344,78602300
2017-06-15,210.8387451171875,66464900
2017-06-16,210.88479614257812,84553100
2017-06-19,212.64047241210938,65123800
2017-06-20,211.2063751220703,56906400
2017-06-21,211.15420532226562,55977600
2017-06-22,211.05862426757812,44148100
2017-06-23,211.3106689453125,66986800
2017-06-26,211.4497833251953,56700500
2017-06-27,209.74624633789062,82247700
2017-06-28,211.62355041503906,70042600
2017-06-29,209.7636260986328,106949700
2017-06-30,210.15478515625,86820700
2017-07-03,210.51107788085938,39153800
2017-07-05,210.99781799316406,54427600
2017-07-06,209.06832885742188,65400800
2017-07-07,210.42417907714844,57972300
2017-07-10,210.65017700195312,36663300
2017-07-11,210.49371337890625,50354600
2017-07-12,212.0755157470703,59610400
2017-07-13,212.431884765625,39471600
2017-07-14,213.42263793945312,60262700
2017-07-17,213.39659118652344,33531900
2017-07-18,213.5095672607422,42742500
2017-07-19,214.6654510498047,51034300
2017-07-20,214.76109313964844,47135200
2017-07-21,214.56991577148438,82340800
2017-07-24,214.51771545410156,46622300
2017-07-25,215.03919982910156,54915600
2017-07-26,215.0479736328125,47575400
2017-07-27,214.84805297851562,70766600
2017-07-28,214.595947265625,50088400
2017-07-31,214.47430419921875,65838700
2017-08-01,214.9523468017578,55050400
2017-08-02,215.056640625,47211200
2017-08-03,214.63943481445312,40856000
2017-08-04,215.0305633544922,60191800
2017-08-07,215.43035888671875,31995000
2017-08-08,214.90020751953125,61719400
2017-08-09,214.8914794921875,62632600
2017-08-10,211.85818481445312,120479500
2017-08-11,212.1710968017578,74869900
2017-08-14,214.27438354492188,73291900
2017-08-15,214.24838256835938,55242700
2017-08-16,214.62200927734375,56715500
2017-08-17,211.27590942382812,128490400
2017-08-18,210.9456329345703,136748000
2017-08-21,211.11080932617188,65469700
2017-08-22,213.31837463378906,63140100
2017-08-23,212.55352783203125,50203800
2017-08-24,212.05809020996094,50741700
2017-08-25,212.55352783203125,64445900
2017-08-28,212.562255859375,40565600
2017-08-29,212.80557250976562,51135700
2017-08-30,213.8137969970703,62030800
2017-08-31,215.10006713867188,103803900
2017-09-01,215.40423583984375,62007000
2017-09-05,213.85723876953125,91398800
2017-09-06,214.58726501464844,57916900
2017-09-07,214.5612030029297,58034700
2017-09-08,214.3091278076172,63832800
2017-09-11,216.59494018554688,71364800
2017-09-12,217.32504272460938,56896000
2017-09-13,217.42930603027344,59228000
2017-09-14,217.3598175048828,95446300
2017-09-15,217.6524200439453,95432400
2017-09-18,218.1153564453125,46235200
2017-09-19,218.3336944580078,47108100
2017-09-20,218.41226196289062,59574100
2017-09-21,217.8271026611328,48211400
2017-09-22,217.8708038330078,51214000
2017-09-25,217.42532348632812,57064400
2017-09-26,217.5563201904297,54082000
2017-09-27,218.40357971191406,81001400
2017-09-28,218.66558837890625,44778800
2017-09-29,219.43423461914062,85578000
2017-10-02,220.3863067626953,59023000
2017-10-03,220.85794067382812,66810200
2017-10-04,221.1199493408203,55953600
2017-10-05,222.43011474609375,63522800
2017-10-06,222.17678833007812,80646000
2017-10-09,221.8099822998047,35803100
2017-10-10,222.39515686035156,43057400
2017-10-11,222.74456787109375,47674300
2017-10-12,222.41259765625,47065100
2017-10-13,222.6834716796875,54800400
2017-10-16,222.98040771484375,38221700
2017-10-17,223.13760375976562,31561000
2017-10-18,223.35595703125,40888300
2017-10-19,223.41712951660156,61903800
2017-10-20,224.5700225830078,89176400
2017-10-23,223.6966094970703,63915300
2017-10-24,224.0896453857422,66935900
2017-10-25,222.98040771484375,103715300
2017-10-26,223.2686309814453,69798000
2017-10-27,225.09410095214844,85562500
2017-10-30,224.25558471679688,54285700
2017-10-31,224.60501098632812,60304800
2017-11-01,224.90196228027344,54202700
2017-11-02,224.98931884765625,56449500
2017-11-03,225.740478515625,59589700
2017-11-06,226.08985900878906,49652600
2017-11-07,225.93263244628906,57502200
2017-11-08,226.31692504882812,50469600
2017-11-09,225.49598693847656,95085500
2017-11-10,225.42604064941406,59984700
2017-11-13,225.63560485839844,50228600
2017-11-14,225.111572265625,61315200
2017-11-15,223.98484802246094,80811500
2017-11-16,225.88893127441406,67777000
2017-11-17,225.22508239746094,75756800
2017-11-20,225.6094512939453,48075500
2017-11-21,227.08555603027344,69176800
2017-11-22,226.8845977783203,45033400
2017-11-24,227.40866088867188,27856500
2017-11-27,227.2952117919922,52274900
2017-11-28,229.60108947753906,98971700
2017-11-29,229.46127319335938,77512100
2017-11-30,231.4702606201172,127894400
2017-12-01,230.98977661132812,164390900
2017-12-04,230.71041870117188,94040600
2017-12-05,229.88058471679688,77994500
2017-12-06,229.9242401123047,75898600
